,Country,CountryToISO,Year,Gender,Age,SuicidesNo,Population,SuicidesPer100k,GDPForYear,GDPPerCapita,Generation
9443,France,FRA,2014,female,15-24 years,92.0,3711936,2.48,"28,52,16,57,60,630",47318.0,Millenials
9444,France,FRA,2014,male,5-14 years,14.0,4069116,0.34,"28,52,16,57,60,630",47318.0,Generation Z
9445,France,FRA,2014,female,5-14 years,12.0,3878553,0.31,"28,52,16,57,60,630",47318.0,Generation Z
9446,Georgia,GEO,1990,male,75+ years,14.0,62200,22.51,"7,75,35,01,868",1555.0,G.I. Generation
9447,Georgia,GEO,1990,male,55-74 years,36.0,377250,9.54,"7,75,35,01,868",1555.0,G.I. Generation
9448,Georgia,GEO,1990,male,35-54 years,44.0,616350,7.14,"7,75,35,01,868",1555.0,Silent
9449,Georgia,GEO,1990,female,75+ years,8.0,136200,5.87,"7,75,35,01,868",1555.0,G.I. Generation
9450,Georgia,GEO,1990,male,25-34 years,23.0,422400,5.45,"7,75,35,01,868",1555.0,Boomers
9451,Georgia,GEO,1990,male,15-24 years,23.0,424000,5.42,"7,75,35,01,868",1555.0,Generation X
9452,Georgia,GEO,1990,female,55-74 years,18.0,525250,3.43,"7,75,35,01,868",1555.0,G.I. Generation
9453,Georgia,GEO,1990,female,35-54 years,22.0,682450,3.22,"7,75,35,01,868",1555.0,Silent
9454,Georgia,GEO,1990,female,15-24 years,4.0,415850,0.96,"7,75,35,01,868",1555.0,Generation X
9455,Georgia,GEO,1990,female,25-34 years,4.0,451450,0.89,"7,75,35,01,868",1555.0,Boomers
9456,Georgia,GEO,1990,female,5-14 years,0.0,428500,0.0,"7,75,35,01,868",1555.0,Generation X
9457,Georgia,GEO,1990,male,5-14 years,0.0,444500,0.0,"7,75,35,01,868",1555.0,Generation X
9458,Georgia,GEO,1991,male,75+ years,9.0,62950,14.3,"6,35,76,15,894",1267.0,G.I. Generation
9459,Georgia,GEO,1991,male,55-74 years,44.0,382950,11.49,"6,35,76,15,894",1267.0,Silent
9460,Georgia,GEO,1991,male,35-54 years,38.0,626000,6.07,"6,35,76,15,894",1267.0,Boomers
9461,Georgia,GEO,1991,female,75+ years,8.0,138300,5.78,"6,35,76,15,894",1267.0,G.I. Generation
9462,Georgia,GEO,1991,male,25-34 years,20.0,418850,4.77,"6,35,76,15,894",1267.0,Boomers
9463,Georgia,GEO,1991,female,55-74 years,19.0,530000,3.58,"6,35,76,15,894",1267.0,Silent
9464,Georgia,GEO,1991,male,15-24 years,12.0,425700,2.82,"6,35,76,15,894",1267.0,Generation X
9465,Georgia,GEO,1991,female,35-54 years,15.0,695100,2.16,"6,35,76,15,894",1267.0,Boomers
9466,Georgia,GEO,1991,female,15-24 years,4.0,418300,0.96,"6,35,76,15,894",1267.0,Generation X
9467,Georgia,GEO,1991,female,25-34 years,4.0,447700,0.89,"6,35,76,15,894",1267.0,Boomers
9468,Georgia,GEO,1991,female,5-14 years,1.0,428250,0.23,"6,35,76,15,894",1267.0,Millenials
9469,Georgia,GEO,1991,male,5-14 years,0.0,444450,0.0,"6,35,76,15,894",1267.0,Millenials
9470,Georgia,GEO,1992,male,75+ years,10.0,63000,15.87,"3,69,03,28,964",740.0,G.I. Generation
9471,Georgia,GEO,1992,male,55-74 years,51.0,383700,13.29,"3,69,03,28,964",740.0,Silent
9472,Georgia,GEO,1992,male,35-54 years,46.0,628000,7.32,"3,69,03,28,964",740.0,Boomers
9473,Georgia,GEO,1992,male,25-34 years,26.0,410250,6.34,"3,69,03,28,964",740.0,Boomers
9474,Georgia,GEO,1992,female,75+ years,6.0,138750,4.32,"3,69,03,28,964",740.0,G.I. Generation
9475,Georgia,GEO,1992,male,15-24 years,18.0,422250,4.26,"3,69,03,28,964",740.0,Generation X
9476,Georgia,GEO,1992,female,55-74 years,17.0,528300,3.22,"3,69,03,28,964",740.0,Silent
9477,Georgia,GEO,1992,female,15-24 years,9.0,415550,2.17,"3,69,03,28,964",740.0,Generation X
9478,Georgia,GEO,1992,female,35-54 years,13.0,699000,1.86,"3,69,03,28,964",740.0,Boomers
9479,Georgia,GEO,1992,female,25-34 years,8.0,438250,1.83,"3,69,03,28,964",740.0,Boomers
9480,Georgia,GEO,1992,female,5-14 years,0.0,422700,0.0,"3,69,03,28,964",740.0,Millenials
9481,Georgia,GEO,1992,male,5-14 years,0.0,438950,0.0,"3,69,03,28,964",740.0,Millenials
9482,Georgia,GEO,1994,male,55-74 years,38.0,370200,10.26,"2,51,38,70,587",556.0,Silent
9483,Georgia,GEO,1994,female,75+ years,7.0,127950,5.47,"2,51,38,70,587",556.0,G.I. Generation
9484,Georgia,GEO,1994,male,75+ years,3.0,57750,5.19,"2,51,38,70,587",556.0,G.I. Generation
9485,Georgia,GEO,1994,male,15-24 years,15.0,380700,3.94,"2,51,38,70,587",556.0,Generation X
9486,Georgia,GEO,1994,male,35-54 years,21.0,561650,3.74,"2,51,38,70,587",556.0,Boomers
9487,Georgia,GEO,1994,male,25-34 years,13.0,360400,3.61,"2,51,38,70,587",556.0,Boomers
9488,Georgia,GEO,1994,female,55-74 years,13.0,498750,2.61,"2,51,38,70,587",556.0,Silent
9489,Georgia,GEO,1994,female,35-54 years,9.0,630750,1.43,"2,51,38,70,587",556.0,Boomers
9490,Georgia,GEO,1994,female,15-24 years,2.0,376100,0.53,"2,51,38,70,587",556.0,Generation X
9491,Georgia,GEO,1994,female,25-34 years,2.0,384600,0.52,"2,51,38,70,587",556.0,Boomers
9492,Georgia,GEO,1994,female,5-14 years,0.0,377700,0.0,"2,51,38,70,587",556.0,Millenials
9493,Georgia,GEO,1994,male,5-14 years,0.0,392350,0.0,"2,51,38,70,587",556.0,Millenials
9494,Georgia,GEO,1995,male,55-74 years,35.0,346850,10.09,"2,69,37,31,866",611.0,Silent
9495,Georgia,GEO,1995,male,75+ years,4.0,56650,7.06,"2,69,37,31,866",611.0,G.I. Generation
9496,Georgia,GEO,1995,male,35-54 years,34.0,570450,5.96,"2,69,37,31,866",611.0,Boomers
9497,Georgia,GEO,1995,male,25-34 years,18.0,346300,5.2,"2,69,37,31,866",611.0,Generation X
9498,Georgia,GEO,1995,male,15-24 years,14.0,370700,3.78,"2,69,37,31,866",611.0,Generation X
9499,Georgia,GEO,1995,female,55-74 years,14.0,470750,2.97,"2,69,37,31,866",611.0,Silent
9500,Georgia,GEO,1995,female,75+ years,3.0,126000,2.38,"2,69,37,31,866",611.0,G.I. Generation
9501,Georgia,GEO,1995,female,35-54 years,9.0,640250,1.41,"2,69,37,31,866",611.0,Boomers
9502,Georgia,GEO,1995,female,15-24 years,4.0,366950,1.09,"2,69,37,31,866",611.0,Generation X
9503,Georgia,GEO,1995,female,25-34 years,2.0,369450,0.54,"2,69,37,31,866",611.0,Generation X
9504,Georgia,GEO,1995,male,5-14 years,1.0,380400,0.26,"2,69,37,31,866",611.0,Millenials
9505,Georgia,GEO,1995,female,5-14 years,0.0,366100,0.0,"2,69,37,31,866",611.0,Millenials
9506,Georgia,GEO,1996,male,75+ years,9.0,55600,16.19,"3,09,49,15,506",718.0,G.I. Generation
9507,Georgia,GEO,1996,male,55-74 years,40.0,341550,11.71,"3,09,49,15,506",718.0,Silent
9508,Georgia,GEO,1996,female,75+ years,11.0,124250,8.85,"3,09,49,15,506",718.0,G.I. Generation
9509,Georgia,GEO,1996,male,35-54 years,45.0,562200,8.0,"3,09,49,15,506",718.0,Boomers
9510,Georgia,GEO,1996,male,25-34 years,20.0,333150,6.0,"3,09,49,15,506",718.0,Generation X
9511,Georgia,GEO,1996,female,55-74 years,14.0,461300,3.03,"3,09,49,15,506",718.0,Silent
9512,Georgia,GEO,1996,male,15-24 years,9.0,361400,2.49,"3,09,49,15,506",718.0,Generation X
9513,Georgia,GEO,1996,female,25-34 years,5.0,355300,1.41,"3,09,49,15,506",718.0,Generation X
9514,Georgia,GEO,1996,female,15-24 years,4.0,358400,1.12,"3,09,49,15,506",718.0,Generation X
9515,Georgia,GEO,1996,female,35-54 years,4.0,632650,0.63,"3,09,49,15,506",718.0,Boomers
9516,Georgia,GEO,1996,male,5-14 years,1.0,369200,0.27,"3,09,49,15,506",718.0,Millenials
9517,Georgia,GEO,1996,female,5-14 years,0.0,355350,0.0,"3,09,49,15,506",718.0,Millenials
9518,Georgia,GEO,1997,male,75+ years,8.0,55000,14.55,"3,51,05,40,809",828.0,G.I. Generation
9519,Georgia,GEO,1997,male,55-74 years,49.0,338550,14.47,"3,51,05,40,809",828.0,Silent
9520,Georgia,GEO,1997,male,25-34 years,22.0,322550,6.82,"3,51,05,40,809",828.0,Generation X
9521,Georgia,GEO,1997,male,35-54 years,38.0,557750,6.81,"3,51,05,40,809",828.0,Boomers
9522,Georgia,GEO,1997,male,15-24 years,22.0,354700,6.2,"3,51,05,40,809",828.0,Generation X
9523,Georgia,GEO,1997,female,75+ years,7.0,123300,5.68,"3,51,05,40,809",828.0,G.I. Generation
9524,Georgia,GEO,1997,female,55-74 years,12.0,455100,2.64,"3,51,05,40,809",828.0,Silent
9525,Georgia,GEO,1997,female,35-54 years,13.0,629400,2.07,"3,51,05,40,809",828.0,Boomers
9526,Georgia,GEO,1997,female,15-24 years,2.0,352400,0.57,"3,51,05,40,809",828.0,Generation X
9527,Georgia,GEO,1997,male,5-14 years,2.0,360800,0.55,"3,51,05,40,809",828.0,Millenials
9528,Georgia,GEO,1997,female,25-34 years,1.0,343900,0.29,"3,51,05,40,809",828.0,Generation X
9529,Georgia,GEO,1997,female,5-14 years,0.0,347150,0.0,"3,51,05,40,809",828.0,Millenials
9530,Georgia,GEO,1998,male,55-74 years,39.0,338600,11.52,"3,61,35,00,117",858.0,Silent
9531,Georgia,GEO,1998,male,75+ years,6.0,54900,10.93,"3,61,35,00,117",858.0,G.I. Generation
9532,Georgia,GEO,1998,male,35-54 years,37.0,558300,6.63,"3,61,35,00,117",858.0,Boomers
9533,Georgia,GEO,1998,male,15-24 years,21.0,351300,5.98,"3,61,35,00,117",858.0,Generation X
9534,Georgia,GEO,1998,male,25-34 years,15.0,315050,4.76,"3,61,35,00,117",858.0,Generation X
9535,Georgia,GEO,1998,female,75+ years,5.0,123400,4.05,"3,61,35,00,117",858.0,G.I. Generation
9536,Georgia,GEO,1998,female,25-34 years,6.0,335700,1.79,"3,61,35,00,117",858.0,Generation X
9537,Georgia,GEO,1998,female,55-74 years,8.0,452900,1.77,"3,61,35,00,117",858.0,Silent
9538,Georgia,GEO,1998,female,35-54 years,10.0,631600,1.58,"3,61,35,00,117",858.0,Boomers
9539,Georgia,GEO,1998,female,15-24 years,1.0,349600,0.29,"3,61,35,00,117",858.0,Generation X
9540,Georgia,GEO,1998,female,5-14 years,0.0,342150,0.0,"3,61,35,00,117",858.0,Millenials
9541,Georgia,GEO,1998,male,5-14 years,0.0,355750,0.0,"3,61,35,00,117",858.0,Millenials
9542,Georgia,GEO,1999,male,75+ years,10.0,54950,18.2,"2,80,00,24,314",669.0,G.I. Generation
9543,Georgia,GEO,1999,male,55-74 years,52.0,339400,15.32,"2,80,00,24,314",669.0,Silent
9544,Georgia,GEO,1999,male,25-34 years,37.0,308400,12.0,"2,80,00,24,314",669.0,Generation X
9545,Georgia,GEO,1999,male,35-54 years,38.0,560050,6.79,"2,80,00,24,314",669.0,Boomers
9546,Georgia,GEO,1999,female,75+ years,7.0,123800,5.65,"2,80,00,24,314",669.0,G.I. Generation
9547,Georgia,GEO,1999,female,55-74 years,16.0,451750,3.54,"2,80,00,24,314",669.0,Silent
9548,Georgia,GEO,1999,male,15-24 years,10.0,348700,2.87,"2,80,00,24,314",669.0,Generation X
9549,Georgia,GEO,1999,female,15-24 years,6.0,347650,1.73,"2,80,00,24,314",669.0,Generation X
9550,Georgia,GEO,1999,female,35-54 years,10.0,635050,1.57,"2,80,00,24,314",669.0,Boomers
9551,Georgia,GEO,1999,female,25-34 years,3.0,328400,0.91,"2,80,00,24,314",669.0,Generation X
9552,Georgia,GEO,1999,female,5-14 years,0.0,338050,0.0,"2,80,00,24,314",669.0,Millenials
9553,Georgia,GEO,1999,male,5-14 years,0.0,351550,0.0,"2,80,00,24,314",669.0,Millenials
9554,Georgia,GEO,2000,male,75+ years,7.0,54950,12.74,"3,05,74,53,483",734.0,G.I. Generation
9555,Georgia,GEO,2000,male,55-74 years,39.0,340050,11.47,"3,05,74,53,483",734.0,Silent
9556,Georgia,GEO,2000,male,35-54 years,33.0,561550,5.88,"3,05,74,53,483",734.0,Boomers
9557,Georgia,GEO,2000,male,25-34 years,15.0,301800,4.97,"3,05,74,53,483",734.0,Generation X
9558,Georgia,GEO,2000,female,75+ years,6.0,124150,4.83,"3,05,74,53,483",734.0,G.I. Generation
9559,Georgia,GEO,2000,female,55-74 years,13.0,450650,2.88,"3,05,74,53,483",734.0,Silent
9560,Georgia,GEO,2000,male,15-24 years,8.0,346050,2.31,"3,05,74,53,483",734.0,Generation X
9561,Georgia,GEO,2000,female,35-54 years,8.0,638350,1.25,"3,05,74,53,483",734.0,Boomers
9562,Georgia,GEO,2000,female,25-34 years,1.0,321150,0.31,"3,05,74,53,483",734.0,Generation X
9563,Georgia,GEO,2000,female,15-24 years,0.0,345650,0.0,"3,05,74,53,483",734.0,Generation X
9564,Georgia,GEO,2000,female,5-14 years,0.0,333900,0.0,"3,05,74,53,483",734.0,Millenials
9565,Georgia,GEO,2000,male,5-14 years,0.0,347350,0.0,"3,05,74,53,483",734.0,Millenials
9566,Georgia,GEO,2001,male,55-74 years,27.0,339150,7.96,"3,21,94,87,747",777.0,Silent
9567,Georgia,GEO,2001,male,75+ years,4.0,55300,7.23,"3,21,94,87,747",777.0,Silent
9568,Georgia,GEO,2001,female,75+ years,7.0,124400,5.63,"3,21,94,87,747",777.0,Silent
9569,Georgia,GEO,2001,male,35-54 years,23.0,560300,4.1,"3,21,94,87,747",777.0,Boomers
9570,Georgia,GEO,2001,male,25-34 years,11.0,297450,3.7,"3,21,94,87,747",777.0,Generation X
9571,Georgia,GEO,2001,female,55-74 years,12.0,448550,2.68,"3,21,94,87,747",777.0,Silent
9572,Georgia,GEO,2001,male,15-24 years,8.0,343550,2.33,"3,21,94,87,747",777.0,Millenials
9573,Georgia,GEO,2001,female,35-54 years,6.0,637700,0.94,"3,21,94,87,747",777.0,Boomers
9574,Georgia,GEO,2001,female,25-34 years,1.0,316400,0.32,"3,21,94,87,747",777.0,Generation X
9575,Georgia,GEO,2001,female,5-14 years,1.0,330600,0.3,"3,21,94,87,747",777.0,Millenials
9576,Georgia,GEO,2001,female,15-24 years,0.0,343450,0.0,"3,21,94,87,747",777.0,Millenials
9577,Georgia,GEO,2001,male,5-14 years,0.0,344100,0.0,"3,21,94,87,747",777.0,Millenials
9578,Georgia,GEO,2004,male,75+ years,17.0,68300,24.89,"5,12,53,63,001",1253.0,Silent
9579,Georgia,GEO,2004,male,35-54 years,56.0,554550,10.1,"5,12,53,63,001",1253.0,Boomers
9580,Georgia,GEO,2004,male,25-34 years,29.0,296000,9.8,"5,12,53,63,001",1253.0,Generation X
9581,Georgia,GEO,2004,male,55-74 years,28.0,329400,8.5,"5,12,53,63,001",1253.0,Silent
9582,Georgia,GEO,2004,male,15-24 years,13.0,349250,3.72,"5,12,53,63,001",1253.0,Millenials
9583,Georgia,GEO,2004,female,75+ years,3.0,139900,2.14,"5,12,53,63,001",1253.0,Silent
9584,Georgia,GEO,2004,female,55-74 years,7.0,436650,1.6,"5,12,53,63,001",1253.0,Silent
9585,Georgia,GEO,2004,female,25-34 years,4.0,314250,1.27,"5,12,53,63,001",1253.0,Generation X
9586,Georgia,GEO,2004,male,5-14 years,4.0,316700,1.26,"5,12,53,63,001",1253.0,Millenials
9587,Georgia,GEO,2004,female,15-24 years,4.0,346000,1.16,"5,12,53,63,001",1253.0,Millenials
9588,Georgia,GEO,2004,female,35-54 years,7.0,638600,1.1,"5,12,53,63,001",1253.0,Boomers
9589,Georgia,GEO,2004,female,5-14 years,3.0,300250,1.0,"5,12,53,63,001",1253.0,Millenials
9590,Georgia,GEO,2005,male,75+ years,5.0,73700,6.78,"6,41,08,52,596",1552.0,Silent
9591,Georgia,GEO,2005,male,35-54 years,29.0,565100,5.13,"6,41,08,52,596",1552.0,Boomers
9592,Georgia,GEO,2005,male,55-74 years,15.0,331700,4.52,"6,41,08,52,596",1552.0,Silent
9593,Georgia,GEO,2005,male,25-34 years,13.0,305450,4.26,"6,41,08,52,596",1552.0,Generation X
9594,Georgia,GEO,2005,female,25-34 years,7.0,319300,2.19,"6,41,08,52,596",1552.0,Generation X
9595,Georgia,GEO,2005,male,15-24 years,5.0,358200,1.4,"6,41,08,52,596",1552.0,Millenials
9596,Georgia,GEO,2005,female,75+ years,2.0,147450,1.36,"6,41,08,52,596",1552.0,Silent
9597,Georgia,GEO,2005,female,55-74 years,4.0,439250,0.91,"6,41,08,52,596",1552.0,Silent
9598,Georgia,GEO,2005,female,15-24 years,3.0,352750,0.85,"6,41,08,52,596",1552.0,Millenials
9599,Georgia,GEO,2005,male,5-14 years,2.0,305450,0.65,"6,41,08,52,596",1552.0,Millenials
9600,Georgia,GEO,2005,female,35-54 years,2.0,646500,0.31,"6,41,08,52,596",1552.0,Boomers
9601,Georgia,GEO,2005,female,5-14 years,0.0,287150,0.0,"6,41,08,52,596",1552.0,Millenials
9602,Georgia,GEO,2006,male,75+ years,4.0,79200,5.05,"7,74,54,06,201",1859.0,Silent
9603,Georgia,GEO,2006,male,55-74 years,16.0,335050,4.78,"7,74,54,06,201",1859.0,Silent
9604,Georgia,GEO,2006,male,25-34 years,13.0,313300,4.15,"7,74,54,06,201",1859.0,Generation X
9605,Georgia,GEO,2006,male,35-54 years,18.0,574450,3.13,"7,74,54,06,201",1859.0,Boomers
9606,Georgia,GEO,2006,male,15-24 years,7.0,366350,1.91,"7,74,54,06,201",1859.0,Millenials
9607,Georgia,GEO,2006,female,75+ years,2.0,155050,1.29,"7,74,54,06,201",1859.0,Silent
9608,Georgia,GEO,2006,female,55-74 years,5.0,443850,1.13,"7,74,54,06,201",1859.0,Silent
9609,Georgia,GEO,2006,female,25-34 years,3.0,323850,0.93,"7,74,54,06,201",1859.0,Generation X
9610,Georgia,GEO,2006,female,5-14 years,1.0,271600,0.37,"7,74,54,06,201",1859.0,Millenials
9611,Georgia,GEO,2006,male,5-14 years,1.0,291400,0.34,"7,74,54,06,201",1859.0,Millenials
9612,Georgia,GEO,2006,female,15-24 years,1.0,359100,0.28,"7,74,54,06,201",1859.0,Millenials
9613,Georgia,GEO,2006,female,35-54 years,1.0,653300,0.15,"7,74,54,06,201",1859.0,Boomers
9614,Georgia,GEO,2007,male,75+ years,10.0,83450,11.98,"10,17,28,69,680",2448.0,Silent
9615,Georgia,GEO,2007,male,55-74 years,24.0,337200,7.12,"10,17,28,69,680",2448.0,Silent
9616,Georgia,GEO,2007,male,35-54 years,29.0,573900,5.05,"10,17,28,69,680",2448.0,Boomers
9617,Georgia,GEO,2007,male,25-34 years,14.0,315700,4.43,"10,17,28,69,680",2448.0,Generation X
9618,Georgia,GEO,2007,female,75+ years,5.0,161000,3.11,"10,17,28,69,680",2448.0,Silent
9619,Georgia,GEO,2007,male,15-24 years,7.0,367900,1.9,"10,17,28,69,680",2448.0,Millenials
9620,Georgia,GEO,2007,female,55-74 years,6.0,447350,1.34,"10,17,28,69,680",2448.0,Silent
9621,Georgia,GEO,2007,female,35-54 years,7.0,651500,1.07,"10,17,28,69,680",2448.0,Boomers
9622,Georgia,GEO,2007,female,25-34 years,1.0,323950,0.31,"10,17,28,69,680",2448.0,Generation X
9623,Georgia,GEO,2007,female,15-24 years,1.0,359400,0.28,"10,17,28,69,680",2448.0,Millenials
9624,Georgia,GEO,2007,female,5-14 years,0.0,255950,0.0,"10,17,28,69,680",2448.0,Generation Z
9625,Georgia,GEO,2007,male,5-14 years,0.0,277600,0.0,"10,17,28,69,680",2448.0,Generation Z
9626,Georgia,GEO,2009,male,75+ years,18.0,90600,19.87,"10,76,68,09,099",2589.0,Silent
9627,Georgia,GEO,2009,male,55-74 years,36.0,343050,10.49,"10,76,68,09,099",2589.0,Silent
9628,Georgia,GEO,2009,male,35-54 years,48.0,579150,8.29,"10,76,68,09,099",2589.0,Boomers
9629,Georgia,GEO,2009,male,25-34 years,24.0,324500,7.4,"10,76,68,09,099",2589.0,Generation X
9630,Georgia,GEO,2009,female,75+ years,10.0,172650,5.79,"10,76,68,09,099",2589.0,Silent
9631,Georgia,GEO,2009,male,15-24 years,20.0,360500,5.55,"10,76,68,09,099",2589.0,Millenials
9632,Georgia,GEO,2009,female,55-74 years,15.0,456000,3.29,"10,76,68,09,099",2589.0,Silent
9633,Georgia,GEO,2009,female,15-24 years,4.0,350000,1.14,"10,76,68,09,099",2589.0,Millenials
9634,Georgia,GEO,2009,male,5-14 years,3.0,262650,1.14,"10,76,68,09,099",2589.0,Generation Z
9635,Georgia,GEO,2009,female,35-54 years,7.0,652950,1.07,"10,76,68,09,099",2589.0,Boomers
9636,Georgia,GEO,2009,female,25-34 years,2.0,328450,0.61,"10,76,68,09,099",2589.0,Generation X
9637,Georgia,GEO,2009,female,5-14 years,1.0,238250,0.42,"10,76,68,09,099",2589.0,Generation Z
9638,Georgia,GEO,2010,male,55-74 years,32.0,350500,9.13,"11,63,85,36,834",2775.0,Silent
9639,Georgia,GEO,2010,male,75+ years,7.0,96900,7.22,"11,63,85,36,834",2775.0,Silent
9640,Georgia,GEO,2010,male,35-54 years,29.0,590800,4.91,"11,63,85,36,834",2775.0,Generation X
9641,Georgia,GEO,2010,male,25-34 years,16.0,337200,4.74,"11,63,85,36,834",2775.0,Generation X
9642,Georgia,GEO,2010,male,15-24 years,11.0,351600,3.13,"11,63,85,36,834",2775.0,Millenials
9643,Georgia,GEO,2010,female,75+ years,5.0,180900,2.76,"11,63,85,36,834",2775.0,Silent
9644,Georgia,GEO,2010,female,55-74 years,6.0,465100,1.29,"11,63,85,36,834",2775.0,Silent
9645,Georgia,GEO,2010,female,35-54 years,5.0,660000,0.76,"11,63,85,36,834",2775.0,Generation X
9646,Georgia,GEO,2010,male,5-14 years,1.0,254800,0.39,"11,63,85,36,834",2775.0,Generation Z
9647,Georgia,GEO,2010,female,15-24 years,0.0,338800,0.0,"11,63,85,36,834",2775.0,Millenials
9648,Georgia,GEO,2010,female,25-34 years,0.0,338000,0.0,"11,63,85,36,834",2775.0,Generation X
9649,Georgia,GEO,2010,female,5-14 years,0.0,229200,0.0,"11,63,85,36,834",2775.0,Generation Z
9650,Georgia,GEO,2011,male,75+ years,16.0,99100,16.15,"14,43,46,19,982",3435.0,Silent
9651,Georgia,GEO,2011,male,55-74 years,23.0,352600,6.52,"14,43,46,19,982",3435.0,Boomers
9652,Georgia,GEO,2011,male,35-54 years,25.0,593700,4.21,"14,43,46,19,982",3435.0,Generation X
9653,Georgia,GEO,2011,male,15-24 years,12.0,348400,3.44,"14,43,46,19,982",3435.0,Millenials
9654,Georgia,GEO,2011,male,25-34 years,8.0,341000,2.35,"14,43,46,19,982",3435.0,Millenials
9655,Georgia,GEO,2011,female,35-54 years,6.0,661400,0.91,"14,43,46,19,982",3435.0,Generation X
9656,Georgia,GEO,2011,female,55-74 years,4.0,467400,0.86,"14,43,46,19,982",3435.0,Boomers
9657,Georgia,GEO,2011,female,25-34 years,2.0,340800,0.59,"14,43,46,19,982",3435.0,Millenials
9658,Georgia,GEO,2011,female,75+ years,1.0,184100,0.54,"14,43,46,19,982",3435.0,Silent
9659,Georgia,GEO,2011,female,5-14 years,1.0,226900,0.44,"14,43,46,19,982",3435.0,Generation Z
9660,Georgia,GEO,2011,female,15-24 years,1.0,334600,0.3,"14,43,46,19,982",3435.0,Millenials
9661,Georgia,GEO,2011,male,5-14 years,0.0,252600,0.0,"14,43,46,19,982",3435.0,Generation Z
9662,Georgia,GEO,2012,male,75+ years,12.0,104500,11.48,"15,84,64,74,596",3772.0,Silent
9663,Georgia,GEO,2012,male,55-74 years,23.0,355000,6.48,"15,84,64,74,596",3772.0,Boomers
9664,Georgia,GEO,2012,male,25-34 years,19.0,345900,5.49,"15,84,64,74,596",3772.0,Millenials
9665,Georgia,GEO,2012,male,35-54 years,26.0,596400,4.36,"15,84,64,74,596",3772.0,Generation X
9666,Georgia,GEO,2012,male,15-24 years,11.0,337800,3.26,"15,84,64,74,596",3772.0,Millenials
9667,Georgia,GEO,2012,female,75+ years,2.0,191900,1.04,"15,84,64,74,596",3772.0,Silent
9668,Georgia,GEO,2012,female,15-24 years,3.0,324000,0.93,"15,84,64,74,596",3772.0,Millenials
9669,Georgia,GEO,2012,female,55-74 years,3.0,469400,0.64,"15,84,64,74,596",3772.0,Boomers
9670,Georgia,GEO,2012,female,35-54 years,3.0,659300,0.46,"15,84,64,74,596",3772.0,Generation X
9671,Georgia,GEO,2012,female,5-14 years,1.0,223200,0.45,"15,84,64,74,596",3772.0,Generation Z
9672,Georgia,GEO,2012,female,25-34 years,1.0,344400,0.29,"15,84,64,74,596",3772.0,Millenials
9673,Georgia,GEO,2012,male,5-14 years,0.0,249100,0.0,"15,84,64,74,596",3772.0,Generation Z
9674,Georgia,GEO,2013,male,75+ years,25.0,109700,22.79,"16,14,00,47,012",3850.0,Silent
9675,Georgia,GEO,2013,male,55-74 years,33.0,358600,9.2,"16,14,00,47,012",3850.0,Boomers
9676,Georgia,GEO,2013,male,35-54 years,41.0,594900,6.89,"16,14,00,47,012",3850.0,Generation X
9677,Georgia,GEO,2013,male,25-34 years,20.0,348000,5.75,"16,14,00,47,012",3850.0,Millenials
9678,Georgia,GEO,2013,male,15-24 years,13.0,325300,4.0,"16,14,00,47,012",3850.0,Millenials
9679,Georgia,GEO,2013,female,75+ years,4.0,201000,1.99,"16,14,00,47,012",3850.0,Silent
9680,Georgia,GEO,2013,female,55-74 years,8.0,471700,1.7,"16,14,00,47,012",3850.0,Boomers
9681,Georgia,GEO,2013,female,35-54 years,7.0,655700,1.07,"16,14,00,47,012",3850.0,Generation X
9682,Georgia,GEO,2013,male,5-14 years,2.0,249800,0.8,"16,14,00,47,012",3850.0,Generation Z
9683,Georgia,GEO,2013,female,15-24 years,2.0,310500,0.64,"16,14,00,47,012",3850.0,Millenials
9684,Georgia,GEO,2013,female,5-14 years,1.0,221800,0.45,"16,14,00,47,012",3850.0,Generation Z
9685,Georgia,GEO,2013,female,25-34 years,1.0,345600,0.29,"16,14,00,47,012",3850.0,Millenials
9686,Georgia,GEO,2014,male,75+ years,22.0,92600,23.76,"16,50,93,05,828",4757.0,Silent
9687,Georgia,GEO,2014,male,55-74 years,58.0,298900,19.4,"16,50,93,05,828",4757.0,Boomers
9688,Georgia,GEO,2014,male,35-54 years,53.0,491300,10.79,"16,50,93,05,828",4757.0,Generation X
9689,Georgia,GEO,2014,female,55-74 years,18.0,392200,4.59,"16,50,93,05,828",4757.0,Boomers
9690,Georgia,GEO,2014,male,15-24 years,12.0,264500,4.54,"16,50,93,05,828",4757.0,Millenials
9691,Georgia,GEO,2014,male,25-34 years,13.0,288500,4.51,"16,50,93,05,828",4757.0,Millenials
9692,Georgia,GEO,2014,female,75+ years,5.0,169900,2.94,"16,50,93,05,828",4757.0,Silent
9693,Georgia,GEO,2014,female,15-24 years,5.0,251400,1.99,"16,50,93,05,828",4757.0,Millenials
9694,Georgia,GEO,2014,female,25-34 years,3.0,286500,1.05,"16,50,93,05,828",4757.0,Millenials
9695,Georgia,GEO,2014,female,35-54 years,5.0,542700,0.92,"16,50,93,05,828",4757.0,Generation X
9696,Georgia,GEO,2014,female,5-14 years,0.0,183700,0.0,"16,50,93,05,828",4757.0,Generation Z
9697,Georgia,GEO,2014,male,5-14 years,0.0,208400,0.0,"16,50,93,05,828",4757.0,Generation Z
