,Country,CountryToISO,Year,Gender,Age,SuicidesNo,Population,SuicidesPer100k,GDPForYear,GDPPerCapita,Generation
0,Albania,ALB,1987,male,15-24 years,21.0,312900,6.71,"2,15,66,24,900",796.0,Generation X
1,Albania,ALB,1987,male,35-54 years,16.0,308000,5.19,"2,15,66,24,900",796.0,Silent
2,Albania,ALB,1987,female,15-24 years,14.0,289700,4.83,"2,15,66,24,900",796.0,Generation X
3,Albania,ALB,1987,male,75+ years,1.0,21800,4.59,"2,15,66,24,900",796.0,G.I. Generation
4,Albania,ALB,1987,male,25-34 years,9.0,274300,3.28,"2,15,66,24,900",796.0,Boomers
5,Albania,ALB,1987,female,75+ years,1.0,35600,2.81,"2,15,66,24,900",796.0,G.I. Generation
6,Albania,ALB,1987,female,35-54 years,6.0,278800,2.15,"2,15,66,24,900",796.0,Silent
7,Albania,ALB,1987,female,25-34 years,4.0,257200,1.56,"2,15,66,24,900",796.0,Boomers
8,Albania,ALB,1987,male,55-74 years,1.0,137500,0.73,"2,15,66,24,900",796.0,G.I. Generation
9,Albania,ALB,1987,female,5-14 years,0.0,311000,0.0,"2,15,66,24,900",796.0,Generation X
10,Albania,ALB,1987,female,55-74 years,0.0,144600,0.0,"2,15,66,24,900",796.0,G.I. Generation
11,Albania,ALB,1987,male,5-14 years,0.0,338200,0.0,"2,15,66,24,900",796.0,Generation X
12,Albania,ALB,1988,female,75+ years,2.0,36400,5.49,"2,12,60,00,000",769.0,G.I. Generation
13,Albania,ALB,1988,male,15-24 years,17.0,319200,5.33,"2,12,60,00,000",769.0,Generation X
14,Albania,ALB,1988,male,75+ years,1.0,22300,4.48,"2,12,60,00,000",769.0,G.I. Generation
15,Albania,ALB,1988,male,35-54 years,14.0,314100,4.46,"2,12,60,00,000",769.0,Silent
16,Albania,ALB,1988,male,55-74 years,4.0,140200,2.85,"2,12,60,00,000",769.0,G.I. Generation
17,Albania,ALB,1988,female,15-24 years,8.0,295600,2.71,"2,12,60,00,000",769.0,Generation X
18,Albania,ALB,1988,female,55-74 years,3.0,147500,2.03,"2,12,60,00,000",769.0,G.I. Generation
19,Albania,ALB,1988,female,25-34 years,5.0,262400,1.91,"2,12,60,00,000",769.0,Boomers
20,Albania,ALB,1988,male,25-34 years,5.0,279900,1.79,"2,12,60,00,000",769.0,Boomers
21,Albania,ALB,1988,female,35-54 years,4.0,284500,1.41,"2,12,60,00,000",769.0,Silent
22,Albania,ALB,1988,female,5-14 years,0.0,317200,0.0,"2,12,60,00,000",769.0,Generation X
23,Albania,ALB,1988,male,5-14 years,0.0,345000,0.0,"2,12,60,00,000",769.0,Generation X
24,Albania,ALB,1989,male,75+ years,2.0,22500,8.89,"2,33,51,24,988",833.0,G.I. Generation
25,Albania,ALB,1989,male,25-34 years,18.0,283600,6.35,"2,33,51,24,988",833.0,Boomers
26,Albania,ALB,1989,male,35-54 years,15.0,318400,4.71,"2,33,51,24,988",833.0,Silent
27,Albania,ALB,1989,male,55-74 years,6.0,142100,4.22,"2,33,51,24,988",833.0,G.I. Generation
28,Albania,ALB,1989,male,15-24 years,12.0,323500,3.71,"2,33,51,24,988",833.0,Generation X
29,Albania,ALB,1989,female,35-54 years,7.0,288600,2.43,"2,33,51,24,988",833.0,Silent
30,Albania,ALB,1989,female,15-24 years,5.0,299900,1.67,"2,33,51,24,988",833.0,Generation X
31,Albania,ALB,1989,female,25-34 years,2.0,266300,0.75,"2,33,51,24,988",833.0,Boomers
32,Albania,ALB,1989,female,55-74 years,1.0,149600,0.67,"2,33,51,24,988",833.0,G.I. Generation
33,Albania,ALB,1989,female,5-14 years,0.0,321900,0.0,"2,33,51,24,988",833.0,Generation X
34,Albania,ALB,1989,female,75+ years,0.0,37000,0.0,"2,33,51,24,988",833.0,G.I. Generation
35,Albania,ALB,1989,male,5-14 years,0.0,349700,0.0,"2,33,51,24,988",833.0,Generation X
36,Albania,ALB,1992,male,35-54 years,12.0,343800,3.49,"70,94,52,584",251.0,Boomers
37,Albania,ALB,1992,male,15-24 years,9.0,263700,3.41,"70,94,52,584",251.0,Generation X
38,Albania,ALB,1992,male,55-74 years,5.0,159500,3.13,"70,94,52,584",251.0,Silent
39,Albania,ALB,1992,male,25-34 years,7.0,245500,2.85,"70,94,52,584",251.0,Boomers
40,Albania,ALB,1992,female,15-24 years,7.0,292400,2.39,"70,94,52,584",251.0,Generation X
41,Albania,ALB,1992,female,25-34 years,4.0,267400,1.5,"70,94,52,584",251.0,Boomers
42,Albania,ALB,1992,female,35-54 years,2.0,323100,0.62,"70,94,52,584",251.0,Boomers
43,Albania,ALB,1992,female,55-74 years,1.0,164900,0.61,"70,94,52,584",251.0,Silent
44,Albania,ALB,1992,female,5-14 years,0.0,336700,0.0,"70,94,52,584",251.0,Millenials
45,Albania,ALB,1992,female,75+ years,0.0,38700,0.0,"70,94,52,584",251.0,G.I. Generation
46,Albania,ALB,1992,male,5-14 years,0.0,362900,0.0,"70,94,52,584",251.0,Millenials
47,Albania,ALB,1992,male,75+ years,0.0,23900,0.0,"70,94,52,584",251.0,G.I. Generation
48,Albania,ALB,1993,male,15-24 years,18.0,243300,7.4,"1,22,80,71,038",437.0,Generation X
49,Albania,ALB,1993,male,55-74 years,7.0,165000,4.24,"1,22,80,71,038",437.0,Silent
50,Albania,ALB,1993,male,75+ years,1.0,24200,4.13,"1,22,80,71,038",437.0,G.I. Generation
51,Albania,ALB,1993,male,25-34 years,9.0,230100,3.91,"1,22,80,71,038",437.0,Boomers
52,Albania,ALB,1993,female,15-24 years,10.0,285300,3.51,"1,22,80,71,038",437.0,Generation X
53,Albania,ALB,1993,male,35-54 years,10.0,350300,2.85,"1,22,80,71,038",437.0,Boomers
54,Albania,ALB,1993,female,25-34 years,7.0,261800,2.67,"1,22,80,71,038",437.0,Boomers
55,Albania,ALB,1993,female,35-54 years,7.0,331200,2.11,"1,22,80,71,038",437.0,Boomers
56,Albania,ALB,1993,female,55-74 years,2.0,169500,1.18,"1,22,80,71,038",437.0,Silent
57,Albania,ALB,1993,female,5-14 years,1.0,340300,0.29,"1,22,80,71,038",437.0,Millenials
58,Albania,ALB,1993,male,5-14 years,1.0,367000,0.27,"1,22,80,71,038",437.0,Millenials
59,Albania,ALB,1993,female,75+ years,0.0,39300,0.0,"1,22,80,71,038",437.0,G.I. Generation
60,Albania,ALB,1994,male,75+ years,2.0,24600,8.13,"1,98,56,73,798",697.0,G.I. Generation
61,Albania,ALB,1994,male,55-74 years,11.0,171400,6.42,"1,98,56,73,798",697.0,Silent
62,Albania,ALB,1994,female,75+ years,2.0,39900,5.01,"1,98,56,73,798",697.0,G.I. Generation
63,Albania,ALB,1994,male,25-34 years,6.0,231400,2.59,"1,98,56,73,798",697.0,Boomers
64,Albania,ALB,1994,male,35-54 years,9.0,362800,2.48,"1,98,56,73,798",697.0,Boomers
65,Albania,ALB,1994,male,15-24 years,6.0,242200,2.48,"1,98,56,73,798",697.0,Generation X
66,Albania,ALB,1994,female,15-24 years,6.0,282600,2.12,"1,98,56,73,798",697.0,Generation X
67,Albania,ALB,1994,female,25-34 years,4.0,261100,1.53,"1,98,56,73,798",697.0,Boomers
68,Albania,ALB,1994,female,35-54 years,2.0,342500,0.58,"1,98,56,73,798",697.0,Boomers
69,Albania,ALB,1994,female,55-74 years,1.0,174600,0.57,"1,98,56,73,798",697.0,Silent
70,Albania,ALB,1994,male,5-14 years,1.0,371800,0.27,"1,98,56,73,798",697.0,Millenials
71,Albania,ALB,1994,female,5-14 years,0.0,344400,0.0,"1,98,56,73,798",697.0,Millenials
72,Albania,ALB,1995,male,25-34 years,13.0,232900,5.58,"2,42,44,99,009",835.0,Generation X
73,Albania,ALB,1995,male,55-74 years,9.0,178000,5.06,"2,42,44,99,009",835.0,Silent
74,Albania,ALB,1995,female,75+ years,2.0,40800,4.9,"2,42,44,99,009",835.0,G.I. Generation
75,Albania,ALB,1995,female,15-24 years,13.0,283500,4.59,"2,42,44,99,009",835.0,Generation X
76,Albania,ALB,1995,male,15-24 years,11.0,241200,4.56,"2,42,44,99,009",835.0,Generation X
77,Albania,ALB,1995,male,75+ years,1.0,25100,3.98,"2,42,44,99,009",835.0,G.I. Generation
78,Albania,ALB,1995,male,35-54 years,14.0,375900,3.72,"2,42,44,99,009",835.0,Boomers
79,Albania,ALB,1995,female,25-34 years,7.0,264000,2.65,"2,42,44,99,009",835.0,Generation X
80,Albania,ALB,1995,female,35-54 years,8.0,356400,2.24,"2,42,44,99,009",835.0,Boomers
81,Albania,ALB,1995,male,5-14 years,6.0,376500,1.59,"2,42,44,99,009",835.0,Millenials
82,Albania,ALB,1995,female,55-74 years,2.0,180400,1.11,"2,42,44,99,009",835.0,Silent
83,Albania,ALB,1995,female,5-14 years,2.0,348700,0.57,"2,42,44,99,009",835.0,Millenials
84,Albania,ALB,1996,male,75+ years,2.0,25400,7.87,"3,31,48,98,292",1127.0,G.I. Generation
85,Albania,ALB,1996,male,15-24 years,17.0,243600,6.98,"3,31,48,98,292",1127.0,Generation X
86,Albania,ALB,1996,male,25-34 years,14.0,235300,5.95,"3,31,48,98,292",1127.0,Generation X
87,Albania,ALB,1996,female,15-24 years,16.0,287700,5.56,"3,31,48,98,292",1127.0,Generation X
88,Albania,ALB,1996,female,75+ years,2.0,41200,4.85,"3,31,48,98,292",1127.0,G.I. Generation
89,Albania,ALB,1996,female,25-34 years,10.0,267900,3.73,"3,31,48,98,292",1127.0,Generation X
90,Albania,ALB,1996,male,35-54 years,12.0,379600,3.16,"3,31,48,98,292",1127.0,Boomers
91,Albania,ALB,1996,female,35-54 years,9.0,362000,2.49,"3,31,48,98,292",1127.0,Boomers
92,Albania,ALB,1996,male,55-74 years,3.0,179900,1.67,"3,31,48,98,292",1127.0,Silent
93,Albania,ALB,1996,female,55-74 years,1.0,183100,0.55,"3,31,48,98,292",1127.0,Silent
94,Albania,ALB,1996,male,5-14 years,2.0,380400,0.53,"3,31,48,98,292",1127.0,Millenials
95,Albania,ALB,1996,female,5-14 years,1.0,354100,0.28,"3,31,48,98,292",1127.0,Millenials
96,Albania,ALB,1997,male,25-34 years,36.0,236000,15.25,"2,35,99,03,108",793.0,Generation X
97,Albania,ALB,1997,male,15-24 years,33.0,244400,13.5,"2,35,99,03,108",793.0,Generation X
98,Albania,ALB,1997,male,75+ years,3.0,25400,11.81,"2,35,99,03,108",793.0,G.I. Generation
99,Albania,ALB,1997,male,35-54 years,30.0,380800,7.88,"2,35,99,03,108",793.0,Boomers
100,Albania,ALB,1997,female,15-24 years,21.0,294000,7.14,"2,35,99,03,108",793.0,Generation X
101,Albania,ALB,1997,male,55-74 years,12.0,180300,6.66,"2,35,99,03,108",793.0,Silent
102,Albania,ALB,1997,female,25-34 years,16.0,273900,5.84,"2,35,99,03,108",793.0,Generation X
103,Albania,ALB,1997,female,75+ years,2.0,42100,4.75,"2,35,99,03,108",793.0,G.I. Generation
104,Albania,ALB,1997,female,35-54 years,7.0,370100,1.89,"2,35,99,03,108",793.0,Boomers
105,Albania,ALB,1997,female,5-14 years,6.0,361800,1.66,"2,35,99,03,108",793.0,Millenials
106,Albania,ALB,1997,male,5-14 years,4.0,381500,1.05,"2,35,99,03,108",793.0,Millenials
107,Albania,ALB,1997,female,55-74 years,0.0,187000,0.0,"2,35,99,03,108",793.0,Silent
108,Albania,ALB,1998,male,75+ years,3.0,25800,11.63,"2,70,71,23,772",899.0,G.I. Generation
109,Albania,ALB,1998,male,15-24 years,27.0,248800,10.85,"2,70,71,23,772",899.0,Generation X
110,Albania,ALB,1998,female,15-24 years,32.0,295600,10.83,"2,70,71,23,772",899.0,Generation X
111,Albania,ALB,1998,male,25-34 years,26.0,240400,10.82,"2,70,71,23,772",899.0,Generation X
112,Albania,ALB,1998,male,35-54 years,29.0,388200,7.47,"2,70,71,23,772",899.0,Boomers
113,Albania,ALB,1998,male,55-74 years,9.0,183800,4.9,"2,70,71,23,772",899.0,Silent
114,Albania,ALB,1998,female,25-34 years,10.0,275300,3.63,"2,70,71,23,772",899.0,Generation X
115,Albania,ALB,1998,female,55-74 years,6.0,188200,3.19,"2,70,71,23,772",899.0,Silent
116,Albania,ALB,1998,female,35-54 years,9.0,372100,2.42,"2,70,71,23,772",899.0,Boomers
117,Albania,ALB,1998,male,5-14 years,2.0,388400,0.51,"2,70,71,23,772",899.0,Millenials
118,Albania,ALB,1998,female,5-14 years,1.0,363800,0.27,"2,70,71,23,772",899.0,Millenials
119,Albania,ALB,1998,female,75+ years,0.0,42300,0.0,"2,70,71,23,772",899.0,G.I. Generation
120,Albania,ALB,1999,male,75+ years,3.0,25900,11.58,"3,41,47,60,915",1127.0,G.I. Generation
121,Albania,ALB,1999,male,15-24 years,24.0,250600,9.58,"3,41,47,60,915",1127.0,Generation X
122,Albania,ALB,1999,female,75+ years,4.0,42400,9.43,"3,41,47,60,915",1127.0,G.I. Generation
123,Albania,ALB,1999,male,35-54 years,31.0,391100,7.93,"3,41,47,60,915",1127.0,Boomers
124,Albania,ALB,1999,male,25-34 years,19.0,242300,7.84,"3,41,47,60,915",1127.0,Generation X
125,Albania,ALB,1999,male,55-74 years,14.0,185200,7.56,"3,41,47,60,915",1127.0,Silent
126,Albania,ALB,1999,female,15-24 years,19.0,296800,6.4,"3,41,47,60,915",1127.0,Generation X
127,Albania,ALB,1999,female,25-34 years,13.0,276500,4.7,"3,41,47,60,915",1127.0,Generation X
128,Albania,ALB,1999,female,55-74 years,6.0,188800,3.18,"3,41,47,60,915",1127.0,Silent
129,Albania,ALB,1999,female,35-54 years,5.0,373600,1.34,"3,41,47,60,915",1127.0,Boomers
130,Albania,ALB,1999,female,5-14 years,1.0,365200,0.27,"3,41,47,60,915",1127.0,Millenials
131,Albania,ALB,1999,male,5-14 years,0.0,391300,0.0,"3,41,47,60,915",1127.0,Millenials
132,Albania,ALB,2000,male,25-34 years,17.0,232000,7.33,"3,63,20,43,908",1299.0,Generation X
133,Albania,ALB,2000,male,55-74 years,10.0,177400,5.64,"3,63,20,43,908",1299.0,Silent
134,Albania,ALB,2000,female,75+ years,2.0,37800,5.29,"3,63,20,43,908",1299.0,G.I. Generation
135,Albania,ALB,2000,male,75+ years,1.0,24900,4.02,"3,63,20,43,908",1299.0,G.I. Generation
136,Albania,ALB,2000,female,15-24 years,6.0,263900,2.27,"3,63,20,43,908",1299.0,Generation X
137,Albania,ALB,2000,male,15-24 years,5.0,240000,2.08,"3,63,20,43,908",1299.0,Generation X
138,Albania,ALB,2000,female,35-54 years,5.0,332200,1.51,"3,63,20,43,908",1299.0,Boomers
139,Albania,ALB,2000,female,25-34 years,3.0,245800,1.22,"3,63,20,43,908",1299.0,Generation X
140,Albania,ALB,2000,male,35-54 years,4.0,374700,1.07,"3,63,20,43,908",1299.0,Boomers
141,Albania,ALB,2000,male,5-14 years,1.0,374900,0.27,"3,63,20,43,908",1299.0,Millenials
142,Albania,ALB,2000,female,5-14 years,0.0,324700,0.0,"3,63,20,43,908",1299.0,Millenials
143,Albania,ALB,2000,female,55-74 years,0.0,168000,0.0,"3,63,20,43,908",1299.0,Silent
144,Albania,ALB,2001,male,25-34 years,22.0,206484,10.65,"4,06,07,58,804",1451.0,Generation X
145,Albania,ALB,2001,male,35-54 years,34.0,378826,8.98,"4,06,07,58,804",1451.0,Boomers
146,Albania,ALB,2001,male,55-74 years,11.0,196670,5.59,"4,06,07,58,804",1451.0,Silent
147,Albania,ALB,2001,female,75+ years,2.0,47254,4.23,"4,06,07,58,804",1451.0,Silent
148,Albania,ALB,2001,male,15-24 years,10.0,256039,3.91,"4,06,07,58,804",1451.0,Millenials
149,Albania,ALB,2001,female,15-24 years,9.0,271359,3.32,"4,06,07,58,804",1451.0,Millenials
150,Albania,ALB,2001,female,35-54 years,12.0,370191,3.24,"4,06,07,58,804",1451.0,Boomers
151,Albania,ALB,2001,male,75+ years,1.0,31044,3.22,"4,06,07,58,804",1451.0,Silent
152,Albania,ALB,2001,female,55-74 years,6.0,189799,3.16,"4,06,07,58,804",1451.0,Silent
153,Albania,ALB,2001,male,5-14 years,6.0,321556,1.87,"4,06,07,58,804",1451.0,Millenials
154,Albania,ALB,2001,female,25-34 years,4.0,222771,1.8,"4,06,07,58,804",1451.0,Generation X
155,Albania,ALB,2001,female,5-14 years,2.0,307356,0.65,"4,06,07,58,804",1451.0,Millenials
156,Albania,ALB,2002,male,75+ years,4.0,31007,12.9,"4,43,50,78,648",1573.0,Silent
157,Albania,ALB,2002,male,25-34 years,23.0,206286,11.15,"4,43,50,78,648",1573.0,Generation X
158,Albania,ALB,2002,male,35-54 years,35.0,382139,9.16,"4,43,50,78,648",1573.0,Boomers
159,Albania,ALB,2002,male,55-74 years,13.0,198130,6.56,"4,43,50,78,648",1573.0,Silent
160,Albania,ALB,2002,male,15-24 years,15.0,263067,5.7,"4,43,50,78,648",1573.0,Millenials
161,Albania,ALB,2002,female,15-24 years,14.0,275970,5.07,"4,43,50,78,648",1573.0,Millenials
162,Albania,ALB,2002,female,35-54 years,15.0,375113,4.0,"4,43,50,78,648",1573.0,Boomers
163,Albania,ALB,2002,female,25-34 years,7.0,223685,3.13,"4,43,50,78,648",1573.0,Generation X
164,Albania,ALB,2002,female,75+ years,1.0,47407,2.11,"4,43,50,78,648",1573.0,Silent
165,Albania,ALB,2002,female,55-74 years,4.0,191712,2.09,"4,43,50,78,648",1573.0,Silent
166,Albania,ALB,2002,female,5-14 years,1.0,304850,0.33,"4,43,50,78,648",1573.0,Millenials
167,Albania,ALB,2002,male,5-14 years,1.0,319473,0.31,"4,43,50,78,648",1573.0,Millenials
168,Albania,ALB,2003,female,75+ years,6.0,49088,12.22,"5,74,69,45,913",2021.0,Silent
169,Albania,ALB,2003,male,55-74 years,16.0,201520,7.94,"5,74,69,45,913",2021.0,Silent
170,Albania,ALB,2003,male,35-54 years,28.0,386196,7.25,"5,74,69,45,913",2021.0,Boomers
171,Albania,ALB,2003,male,15-24 years,15.0,273235,5.49,"5,74,69,45,913",2021.0,Millenials
172,Albania,ALB,2003,female,15-24 years,14.0,283709,4.93,"5,74,69,45,913",2021.0,Millenials
173,Albania,ALB,2003,female,55-74 years,9.0,195699,4.6,"5,74,69,45,913",2021.0,Silent
174,Albania,ALB,2003,male,25-34 years,9.0,205433,4.38,"5,74,69,45,913",2021.0,Generation X
175,Albania,ALB,2003,female,25-34 years,9.0,222941,4.04,"5,74,69,45,913",2021.0,Generation X
176,Albania,ALB,2003,female,35-54 years,13.0,381760,3.41,"5,74,69,45,913",2021.0,Boomers
177,Albania,ALB,2003,male,75+ years,1.0,32667,3.06,"5,74,69,45,913",2021.0,Silent
178,Albania,ALB,2003,male,5-14 years,4.0,313204,1.28,"5,74,69,45,913",2021.0,Millenials
179,Albania,ALB,2003,female,5-14 years,0.0,298477,0.0,"5,74,69,45,913",2021.0,Millenials
180,Albania,ALB,2004,male,75+ years,4.0,35526,11.26,"7,31,48,65,176",2544.0,Silent
181,Albania,ALB,2004,male,35-54 years,39.0,391767,9.95,"7,31,48,65,176",2544.0,Boomers
182,Albania,ALB,2004,male,25-34 years,16.0,203938,7.85,"7,31,48,65,176",2544.0,Generation X
183,Albania,ALB,2004,female,15-24 years,20.0,292268,6.84,"7,31,48,65,176",2544.0,Millenials
184,Albania,ALB,2004,male,15-24 years,19.0,286768,6.63,"7,31,48,65,176",2544.0,Millenials
185,Albania,ALB,2004,female,75+ years,3.0,50970,5.89,"7,31,48,65,176",2544.0,Silent
186,Albania,ALB,2004,female,25-34 years,11.0,222389,4.95,"7,31,48,65,176",2544.0,Generation X
187,Albania,ALB,2004,male,55-74 years,10.0,207202,4.83,"7,31,48,65,176",2544.0,Silent
188,Albania,ALB,2004,female,35-54 years,17.0,391436,4.34,"7,31,48,65,176",2544.0,Boomers
189,Albania,ALB,2004,female,55-74 years,3.0,203841,1.47,"7,31,48,65,176",2544.0,Silent
190,Albania,ALB,2004,female,5-14 years,3.0,286705,1.05,"7,31,48,65,176",2544.0,Millenials
191,Albania,ALB,2004,male,5-14 years,1.0,302181,0.33,"7,31,48,65,176",2544.0,Millenials
192,Albania,ALB,2005,female,15-24 years,0.0,281922,0.0,"8,15,85,48,717",2931.0,Millenials
193,Albania,ALB,2005,female,25-34 years,0.0,190745,0.0,"8,15,85,48,717",2931.0,Generation X
194,Albania,ALB,2005,female,35-54 years,0.0,386513,0.0,"8,15,85,48,717",2931.0,Boomers
195,Albania,ALB,2005,female,5-14 years,0.0,276559,0.0,"8,15,85,48,717",2931.0,Millenials
196,Albania,ALB,2005,female,55-74 years,0.0,210998,0.0,"8,15,85,48,717",2931.0,Silent
197,Albania,ALB,2005,female,75+ years,0.0,53191,0.0,"8,15,85,48,717",2931.0,Silent
198,Albania,ALB,2005,male,15-24 years,0.0,281675,0.0,"8,15,85,48,717",2931.0,Millenials
199,Albania,ALB,2005,male,25-34 years,0.0,177519,0.0,"8,15,85,48,717",2931.0,Generation X
200,Albania,ALB,2005,male,35-54 years,0.0,380242,0.0,"8,15,85,48,717",2931.0,Boomers
201,Albania,ALB,2005,male,5-14 years,0.0,291367,0.0,"8,15,85,48,717",2931.0,Millenials
202,Albania,ALB,2005,male,55-74 years,0.0,214118,0.0,"8,15,85,48,717",2931.0,Silent
203,Albania,ALB,2005,male,75+ years,0.0,38471,0.0,"8,15,85,48,717",2931.0,Silent
204,Albania,ALB,2006,female,15-24 years,0.0,283138,0.0,"8,99,26,42,349",3235.0,Millenials
205,Albania,ALB,2006,female,25-34 years,0.0,186391,0.0,"8,99,26,42,349",3235.0,Generation X
206,Albania,ALB,2006,female,35-54 years,0.0,388746,0.0,"8,99,26,42,349",3235.0,Boomers
207,Albania,ALB,2006,female,5-14 years,0.0,267316,0.0,"8,99,26,42,349",3235.0,Millenials
208,Albania,ALB,2006,female,55-74 years,0.0,215907,0.0,"8,99,26,42,349",3235.0,Silent
209,Albania,ALB,2006,female,75+ years,0.0,56011,0.0,"8,99,26,42,349",3235.0,Silent
210,Albania,ALB,2006,male,15-24 years,0.0,286679,0.0,"8,99,26,42,349",3235.0,Millenials
211,Albania,ALB,2006,male,25-34 years,0.0,174092,0.0,"8,99,26,42,349",3235.0,Generation X
212,Albania,ALB,2006,male,35-54 years,0.0,379076,0.0,"8,99,26,42,349",3235.0,Boomers
213,Albania,ALB,2006,male,5-14 years,0.0,282678,0.0,"8,99,26,42,349",3235.0,Millenials
214,Albania,ALB,2006,male,55-74 years,0.0,219360,0.0,"8,99,26,42,349",3235.0,Silent
215,Albania,ALB,2006,male,75+ years,0.0,40782,0.0,"8,99,26,42,349",3235.0,Silent
216,Albania,ALB,2007,male,75+ years,8.0,42366,18.88,"10,70,10,11,897",3863.0,Silent
217,Albania,ALB,2007,male,35-54 years,29.0,378626,7.66,"10,70,10,11,897",3863.0,Boomers
218,Albania,ALB,2007,male,55-74 years,14.0,224160,6.25,"10,70,10,11,897",3863.0,Silent
219,Albania,ALB,2007,female,75+ years,3.0,57404,5.23,"10,70,10,11,897",3863.0,Silent
220,Albania,ALB,2007,male,25-34 years,9.0,172494,5.22,"10,70,10,11,897",3863.0,Generation X
221,Albania,ALB,2007,female,15-24 years,13.0,281080,4.63,"10,70,10,11,897",3863.0,Millenials
222,Albania,ALB,2007,male,15-24 years,13.0,288349,4.51,"10,70,10,11,897",3863.0,Millenials
223,Albania,ALB,2007,female,25-34 years,8.0,183629,4.36,"10,70,10,11,897",3863.0,Generation X
224,Albania,ALB,2007,female,55-74 years,9.0,221120,4.07,"10,70,10,11,897",3863.0,Silent
225,Albania,ALB,2007,female,35-54 years,14.0,391811,3.57,"10,70,10,11,897",3863.0,Boomers
226,Albania,ALB,2007,male,5-14 years,4.0,272497,1.47,"10,70,10,11,897",3863.0,Generation Z
227,Albania,ALB,2007,female,5-14 years,0.0,256808,0.0,"10,70,10,11,897",3863.0,Generation Z
228,Albania,ALB,2008,male,25-34 years,21.0,172855,12.15,"12,88,13,52,688",4672.0,Generation X
229,Albania,ALB,2008,male,35-54 years,37.0,377119,9.81,"12,88,13,52,688",4672.0,Boomers
230,Albania,ALB,2008,male,55-74 years,21.0,228672,9.18,"12,88,13,52,688",4672.0,Silent
231,Albania,ALB,2008,female,75+ years,5.0,59369,8.42,"12,88,13,52,688",4672.0,Silent
232,Albania,ALB,2008,female,15-24 years,20.0,276073,7.24,"12,88,13,52,688",4672.0,Millenials
233,Albania,ALB,2008,female,25-34 years,9.0,182663,4.93,"12,88,13,52,688",4672.0,Generation X
234,Albania,ALB,2008,female,35-54 years,19.0,393832,4.82,"12,88,13,52,688",4672.0,Boomers
235,Albania,ALB,2008,male,75+ years,2.0,44574,4.49,"12,88,13,52,688",4672.0,Silent
236,Albania,ALB,2008,male,15-24 years,11.0,286702,3.84,"12,88,13,52,688",4672.0,Millenials
237,Albania,ALB,2008,female,55-74 years,7.0,226448,3.09,"12,88,13,52,688",4672.0,Silent
238,Albania,ALB,2008,male,5-14 years,7.0,262464,2.67,"12,88,13,52,688",4672.0,Generation Z
239,Albania,ALB,2008,female,5-14 years,1.0,246288,0.41,"12,88,13,52,688",4672.0,Generation Z
240,Albania,ALB,2009,female,15-24 years,0.0,270003,0.0,"12,04,42,12,904",4387.0,Millenials
241,Albania,ALB,2009,female,25-34 years,0.0,182712,0.0,"12,04,42,12,904",4387.0,Generation X
242,Albania,ALB,2009,female,35-54 years,0.0,394286,0.0,"12,04,42,12,904",4387.0,Boomers
243,Albania,ALB,2009,female,5-14 years,0.0,236174,0.0,"12,04,42,12,904",4387.0,Generation Z
244,Albania,ALB,2009,female,55-74 years,0.0,233302,0.0,"12,04,42,12,904",4387.0,Silent
245,Albania,ALB,2009,female,75+ years,0.0,61582,0.0,"12,04,42,12,904",4387.0,Silent
246,Albania,ALB,2009,male,15-24 years,0.0,283448,0.0,"12,04,42,12,904",4387.0,Millenials
247,Albania,ALB,2009,male,25-34 years,0.0,174955,0.0,"12,04,42,12,904",4387.0,Generation X
248,Albania,ALB,2009,male,35-54 years,0.0,374365,0.0,"12,04,42,12,904",4387.0,Boomers
249,Albania,ALB,2009,male,5-14 years,0.0,253007,0.0,"12,04,42,12,904",4387.0,Generation Z
250,Albania,ALB,2009,male,55-74 years,0.0,234570,0.0,"12,04,42,12,904",4387.0,Silent
251,Albania,ALB,2009,male,75+ years,0.0,47331,0.0,"12,04,42,12,904",4387.0,Silent
252,Albania,ALB,2010,male,55-74 years,20.0,241852,8.27,"11,92,69,53,259",4359.0,Silent
253,Albania,ALB,2010,male,35-54 years,20.0,371611,5.38,"11,92,69,53,259",4359.0,Generation X
254,Albania,ALB,2010,male,25-34 years,9.0,179720,5.01,"11,92,69,53,259",4359.0,Generation X
255,Albania,ALB,2010,male,75+ years,2.0,50767,3.94,"11,92,69,53,259",4359.0,Silent
256,Albania,ALB,2010,male,15-24 years,10.0,279508,3.58,"11,92,69,53,259",4359.0,Millenials
257,Albania,ALB,2010,female,25-34 years,6.0,183579,3.27,"11,92,69,53,259",4359.0,Generation X
258,Albania,ALB,2010,female,75+ years,2.0,64415,3.1,"11,92,69,53,259",4359.0,Silent
259,Albania,ALB,2010,female,35-54 years,12.0,394593,3.04,"11,92,69,53,259",4359.0,Generation X
260,Albania,ALB,2010,female,55-74 years,7.0,241491,2.9,"11,92,69,53,259",4359.0,Silent
261,Albania,ALB,2010,female,15-24 years,6.0,263581,2.28,"11,92,69,53,259",4359.0,Millenials
262,Albania,ALB,2010,female,5-14 years,2.0,223969,0.89,"11,92,69,53,259",4359.0,Generation Z
263,Albania,ALB,2010,male,5-14 years,0.0,240939,0.0,"11,92,69,53,259",4359.0,Generation Z
264,Antigua and Barbuda,ATG,1985,female,15-24 years,0.0,7709,0.0,"24,09,23,926",3850.0,Generation X
